vendor_id,total_orders,accepted_orders,avg_rating,cancellation_rate,complaints_count,performance
8481,3735,2627,3.0,0.31,17,Poor
8482,155,90,4.7,0.48,72,Poor
8483,3966,1807,3.7,0.45,63,Poor
8484,2923,2266,3.1,0.08,48,Poor
8485,3396,1959,2.6,0.02,93,Poor
8486,3198,2176,4.2,0.2,34,Poor
8487,3198,2175,3.0,0.26,93,Poor
8488,1515,1451,5.0,0.26,38,Poor
8489,2637,2619,3.8,0.07,57,Average
8490,294,71,3.2,0.06,56,Poor
8491,2675,2179,4.1,0.02,5,Good
8492,3899,314,3.2,0.43,77,Poor
8493,1455,1232,4.6,0.47,92,Poor
8494,1031,863,3.3,0.06,95,Poor
8495,3858,3812,5.0,0.11,77,Average
8496,191,84,4.0,0.04,19,Average
8497,942,593,4.6,0.44,49,Poor
8498,2449,484,2.7,0.48,8,Poor
8499,4690,1374,3.4,0.13,75,Poor
8500,3010,1544,4.3,0.15,13,Average
8501,2249,229,4.1,0.18,22,Average
8502,1519,108,3.0,0.25,47,Poor
8503,2750,2095,3.4,0.34,97,Poor
8504,3055,257,3.2,0.25,79,Poor
8505,4908,355,4.0,0.48,81,Poor
8506,3424,2130,3.4,0.05,55,Poor
8507,4769,3858,3.3,0.4,39,Poor
8508,705,572,3.0,0.17,96,Poor
8509,2818,519,3.5,0.19,68,Poor
8510,92,48,3.0,0.35,38,Poor
8511,2361,810,4.9,0.46,73,Poor
8512,1710,1512,2.9,0.36,85,Poor
8513,4741,3142,4.8,0.39,42,Poor
8514,2274,1155,3.6,0.38,96,Poor
8515,2160,248,3.4,0.16,30,Poor
8516,1007,169,3.1,0.38,69,Poor
8517,610,157,4.1,0.39,99,Poor
8518,1380,1178,4.2,0.27,2,Poor
8519,1362,546,3.7,0.27,3,Poor
8520,1871,352,2.6,0.38,26,Poor
8521,3052,193,4.8,0.41,88,Poor
8522,3453,3304,5.0,0.17,26,Average
8523,4995,2128,3.6,0.4,99,Poor
8524,2701,1104,4.0,0.41,46,Poor
8525,1864,838,3.6,0.12,59,Average
8526,1791,1721,3.3,0.36,35,Poor
8527,4751,2283,2.7,0.09,45,Poor
8528,3858,1632,3.6,0.05,60,Average
8529,2927,643,4.5,0.29,41,Poor
8530,3320,597,2.5,0.45,6,Poor
8531,4133,442,4.0,0.02,29,Average
8532,795,735,4.7,0.41,49,Poor
8533,607,442,3.0,0.25,46,Poor
8534,3351,1414,3.0,0.43,92,Poor
8535,991,225,4.4,0.42,39,Poor
8536,4073,3377,3.1,0.44,4,Poor
8537,2346,773,3.0,0.38,69,Poor
8538,989,766,3.4,0.42,57,Poor
8539,1660,707,3.5,0.09,43,Poor
8540,1775,742,4.7,0.15,70,Average
8541,1034,562,4.0,0.12,31,Average
8542,1637,766,3.5,0.37,78,Poor
8543,4071,261,3.8,0.08,76,Average
8544,1386,684,4.9,0.09,81,Average
8545,3187,727,2.8,0.44,73,Poor
8546,711,517,3.0,0.35,39,Poor
8547,82,70,4.9,0.44,56,Poor
8548,3464,800,4.9,0.07,10,Good
8549,1206,503,2.9,0.2,39,Poor
8550,3176,2451,2.9,0.14,46,Poor
8551,110,61,3.6,0.0,1,Average
8552,3978,1040,2.6,0.14,90,Poor
8553,1593,969,4.1,0.19,51,Average
8554,321,251,2.7,0.05,71,Poor
8555,4126,715,2.6,0.28,48,Poor
8556,3438,2426,3.7,0.19,58,Average
8557,2802,51,4.9,0.02,37,Average
8558,2759,196,3.6,0.35,15,Poor
8559,1204,936,3.4,0.36,87,Poor
8560,4455,2132,5.0,0.42,86,Poor
8561,3903,3801,3.8,0.24,77,Poor
8562,1795,46,3.4,0.48,26,Poor
8563,3482,1522,3.5,0.46,73,Poor
8564,387,287,3.0,0.28,27,Poor
8565,59,40,3.8,0.22,88,Poor
8566,4194,85,3.6,0.0,65,Average
8567,780,152,3.2,0.36,44,Poor
8568,4940,1948,2.9,0.28,32,Poor
8569,1698,935,3.3,0.47,59,Poor
8570,4278,604,3.8,0.3,49,Poor
8571,3704,2394,2.6,0.5,45,Poor
8572,2180,1168,2.9,0.43,34,Poor
8573,4521,1768,4.9,0.48,40,Poor
8574,2446,2200,3.9,0.16,57,Average
8575,4416,2224,2.7,0.07,76,Poor
8576,1556,894,4.2,0.4,54,Poor
8577,2208,993,2.7,0.39,4,Poor
8578,2966,2662,4.3,0.11,4,Average
8579,4221,1462,4.4,0.38,21,Poor
8580,3279,2539,4.1,0.29,33,Poor
8581,3653,253,4.3,0.05,64,Average
8582,1716,591,2.7,0.25,58,Poor
8583,4474,1497,4.3,0.47,16,Poor
8584,4186,790,2.8,0.25,50,Poor
8585,3019,2368,3.3,0.39,48,Poor
8586,2739,325,4.9,0.01,8,Excellent
8587,2376,21,3.8,0.36,73,Poor
8588,2860,290,4.9,0.47,14,Poor
8589,2566,440,2.7,0.25,28,Poor
8590,3521,3234,3.7,0.17,52,Average
8591,62,51,2.7,0.32,24,Poor
8592,3020,1896,4.1,0.46,84,Poor
8593,3671,3027,2.7,0.09,80,Poor
8594,3733,3061,2.9,0.2,90,Poor
8595,3523,1029,3.1,0.08,27,Poor
8596,3172,2946,4.4,0.25,22,Poor
8597,3514,2759,2.9,0.27,99,Poor
8598,702,554,4.6,0.47,2,Poor
8599,670,56,2.8,0.21,32,Poor
8600,3840,126,2.6,0.28,70,Poor
8601,1695,1340,3.5,0.44,68,Poor
8602,2293,1868,4.9,0.16,89,Average
8603,4562,3188,2.8,0.34,16,Poor
8604,4809,4664,2.8,0.38,80,Poor
8605,3541,2619,4.4,0.17,66,Average
8606,3761,1640,3.3,0.08,66,Poor
8607,3738,1857,4.3,0.25,33,Poor
8608,1429,207,3.0,0.18,7,Poor
8609,4293,2819,3.7,0.13,44,Average
8610,2095,1531,3.2,0.49,59,Poor
8611,3098,1397,3.6,0.25,55,Poor
8612,1438,38,4.4,0.43,69,Poor
8613,451,366,4.4,0.1,21,Average
8614,2703,1436,3.8,0.47,32,Poor
8615,4374,3052,4.8,0.4,49,Poor
8616,3973,429,3.2,0.4,70,Poor
8617,317,177,3.1,0.19,82,Poor
8618,4271,2551,4.0,0.24,45,Poor
8619,1775,1347,4.1,0.3,51,Poor
8620,1162,643,2.6,0.39,73,Poor
8621,2725,675,4.0,0.42,86,Poor
8622,4834,4058,3.4,0.04,65,Poor
8623,1330,37,4.4,0.45,20,Poor
8624,1282,203,4.5,0.47,23,Poor
8625,4426,2472,3.9,0.3,47,Poor
8626,4588,2866,2.5,0.09,12,Poor
8627,1913,1174,4.1,0.41,63,Poor
8628,4982,1836,4.4,0.27,4,Poor
8629,4534,1800,3.1,0.41,17,Poor
8630,666,27,3.7,0.41,74,Poor
8631,196,81,4.9,0.04,36,Average
8632,4666,3482,3.2,0.3,53,Poor
8633,4775,3610,3.1,0.24,31,Poor
8634,3727,1179,3.0,0.47,27,Poor
8635,338,38,3.9,0.15,85,Average
8636,1459,932,4.9,0.1,44,Average
8637,63,30,4.0,0.45,27,Poor
8638,306,196,3.3,0.07,64,Poor
8639,1771,1054,4.1,0.34,69,Poor
8640,1473,572,4.1,0.15,74,Average
8641,3040,2513,4.0,0.28,41,Poor
8642,1245,1157,2.9,0.31,32,Poor
8643,4609,1735,4.1,0.21,15,Poor
8644,4415,2263,3.6,0.49,12,Poor
8645,1294,879,2.5,0.07,20,Poor
8646,3273,1780,3.8,0.2,58,Poor
8647,3520,1366,5.0,0.22,46,Poor
8648,4217,4027,3.4,0.32,38,Poor
8649,4019,1816,4.9,0.2,87,Poor
8650,1356,647,2.7,0.05,42,Poor
8651,2171,1705,4.3,0.47,26,Poor
8652,2452,1822,2.8,0.21,36,Poor
8653,546,63,3.2,0.17,2,Poor
8654,3449,508,3.9,0.22,75,Poor
8655,3656,200,4.0,0.11,6,Average
8656,959,96,4.4,0.05,57,Average
8657,422,393,4.0,0.07,19,Average
8658,4507,976,4.0,0.08,78,Average
8659,1394,86,4.8,0.1,64,Average
8660,373,32,3.6,0.21,73,Poor
8661,2481,1135,3.1,0.31,13,Poor
8662,4720,1801,2.9,0.31,78,Poor
8663,4881,2846,3.5,0.0,97,Poor
8664,2834,670,4.3,0.46,48,Poor
8665,2443,1896,2.6,0.41,88,Poor
8666,3970,1287,2.8,0.48,94,Poor
8667,1265,360,2.8,0.18,73,Poor
8668,1745,922,4.0,0.33,36,Poor
8669,1957,1828,3.1,0.08,5,Poor
8670,4864,3395,2.9,0.41,5,Poor
8671,830,417,4.0,0.08,27,Average
8672,1069,722,4.4,0.16,77,Average
8673,3315,2164,3.3,0.25,12,Poor
8674,1453,1374,3.9,0.3,12,Poor
8675,1476,1248,2.7,0.28,9,Poor
8676,713,468,4.8,0.05,79,Average
8677,2697,1461,3.3,0.21,38,Poor
8678,60,28,5.0,0.46,98,Poor
8679,1088,96,4.9,0.44,78,Poor
8680,2875,915,4.4,0.3,22,Poor
8681,3053,568,2.6,0.29,36,Poor
8682,4730,817,3.9,0.06,7,Average
8683,1125,834,2.7,0.1,89,Poor
8684,3138,3089,4.7,0.13,59,Average
8685,1839,154,4.5,0.24,85,Poor
8686,3086,2721,4.9,0.37,4,Poor
8687,4888,3346,4.0,0.23,97,Poor
8688,3703,665,3.8,0.06,26,Average
8689,3225,1845,3.8,0.22,18,Poor
8690,4349,739,3.5,0.08,42,Poor
8691,1126,632,3.7,0.38,42,Poor
8692,1023,503,4.1,0.08,34,Average
8693,1915,1089,4.8,0.24,83,Poor
8694,3175,1486,4.0,0.35,54,Poor
8695,1349,667,4.6,0.11,60,Average
8696,3456,811,4.7,0.04,46,Average
8697,1208,598,3.8,0.28,76,Poor
8698,3179,3095,3.4,0.03,55,Poor
8699,154,20,4.1,0.29,81,Poor
8700,3617,3381,3.6,0.38,17,Poor
8701,4398,2176,2.7,0.16,64,Poor
8702,4440,2333,3.4,0.24,95,Poor
8703,1231,1181,5.0,0.46,52,Poor
8704,4694,3525,2.6,0.24,88,Poor
8705,3188,63,4.2,0.5,84,Poor
8706,4444,652,4.6,0.08,90,Average
8707,3584,2219,4.1,0.35,10,Poor
8708,4246,3083,3.9,0.33,0,Poor
8709,3177,1277,4.3,0.44,82,Poor
8710,1824,882,3.6,0.05,95,Average
8711,3864,642,2.7,0.14,7,Poor
8712,141,77,4.9,0.07,18,Good
8713,496,380,3.6,0.47,54,Poor
8714,158,83,4.2,0.21,15,Poor
8715,4462,229,3.8,0.46,98,Poor
8716,3289,950,2.6,0.15,65,Poor
8717,4103,1626,4.9,0.06,11,Good
8718,4587,3963,4.5,0.15,92,Average
8719,1295,620,2.9,0.3,73,Poor
8720,2770,793,5.0,0.42,61,Poor
8721,327,207,4.3,0.19,85,Average
8722,3106,2519,3.7,0.46,97,Poor
8723,4714,2543,4.0,0.12,57,Average
8724,2972,275,2.8,0.35,20,Poor
8725,2563,1193,3.9,0.37,36,Poor
8726,888,146,2.7,0.14,4,Poor
8727,2851,411,3.9,0.01,69,Average
8728,79,51,3.9,0.18,31,Average
8729,1307,1012,4.7,0.02,66,Average
8730,414,293,4.3,0.45,9,Poor
8731,1850,864,3.1,0.48,68,Poor
8732,954,929,4.7,0.37,87,Poor
8733,4843,158,3.9,0.36,83,Poor
8734,2228,122,4.0,0.12,61,Average
8735,2900,1285,2.9,0.04,36,Poor
8736,2886,1160,4.6,0.4,94,Poor
8737,4496,503,4.8,0.28,46,Poor
8738,229,36,4.4,0.34,80,Poor
8739,3923,3782,4.9,0.39,48,Poor
8740,4010,243,3.3,0.2,23,Poor
8741,1236,1177,4.7,0.07,81,Average
8742,4009,2181,3.7,0.4,25,Poor
8743,823,460,2.9,0.23,54,Poor
8744,4655,663,4.2,0.41,6,Poor
8745,4510,3456,4.2,0.22,77,Poor
8746,402,251,3.2,0.11,40,Poor
8747,4557,630,2.6,0.09,1,Poor
8748,4880,4322,3.0,0.37,29,Poor
8749,3078,1563,3.5,0.29,80,Poor
8750,167,133,2.9,0.2,19,Poor
8751,531,462,3.0,0.25,55,Poor
8752,4337,936,3.5,0.27,73,Poor
8753,2687,2388,4.9,0.12,23,Average
8754,156,112,4.4,0.19,11,Average
8755,4527,1201,3.3,0.15,90,Poor
8756,4928,2166,4.9,0.19,14,Average
8757,293,244,4.1,0.25,72,Poor
8758,2682,871,3.6,0.09,81,Average
8759,4613,4556,3.7,0.2,47,Poor
8760,915,739,3.5,0.19,60,Poor
8761,3031,604,3.1,0.14,70,Poor
8762,1611,1444,3.5,0.5,27,Poor
8763,653,590,3.8,0.04,99,Average
8764,3112,83,3.8,0.32,2,Poor
8765,4068,787,4.4,0.09,15,Good
8766,2065,579,3.4,0.42,35,Poor
8767,1708,1322,4.3,0.46,3,Poor
8768,3430,1753,3.9,0.2,98,Poor
8769,3817,689,4.9,0.41,8,Poor
8770,3820,1562,3.5,0.12,11,Poor
8771,1663,1291,4.8,0.07,73,Average
8772,1929,387,4.6,0.16,43,Average
8773,4158,2811,4.1,0.17,65,Average
8774,2396,637,4.1,0.2,18,Poor
8775,1149,1025,2.7,0.19,12,Poor
8776,1124,1103,4.9,0.21,54,Poor
8777,836,519,2.8,0.36,96,Poor
8778,198,71,3.9,0.12,64,Average
8779,1804,1536,3.3,0.01,91,Poor
8780,2219,1183,3.6,0.24,69,Poor
8781,3806,1952,4.0,0.22,2,Poor
8782,1229,483,4.8,0.03,24,Average
8783,3359,2769,3.6,0.07,51,Average
8784,2473,1680,5.0,0.25,15,Poor
8785,4227,1968,4.0,0.12,42,Average
8786,4637,79,2.9,0.44,55,Poor
8787,974,944,3.0,0.09,67,Poor
8788,1653,1074,4.3,0.01,7,Good
8789,3102,352,2.6,0.22,79,Poor
8790,4268,4191,3.7,0.49,43,Poor
8791,4853,209,2.9,0.32,37,Poor
8792,2427,1932,3.6,0.18,22,Average
8793,3530,3406,4.4,0.01,5,Good
8794,3232,315,3.6,0.24,42,Poor
8795,2867,2568,2.9,0.1,43,Poor
8796,3210,196,3.1,0.32,79,Poor
8797,4855,819,3.4,0.29,79,Poor
8798,4939,825,2.7,0.13,22,Poor
8799,761,738,4.0,0.03,15,Average
8800,2636,234,4.0,0.38,99,Poor
8801,2698,1899,2.7,0.29,75,Poor
8802,1767,672,3.5,0.42,8,Poor
8803,4402,616,3.5,0.13,81,Poor
8804,920,713,3.3,0.33,8,Poor
8805,3624,1375,3.9,0.06,84,Average
8806,4954,4243,3.4,0.15,57,Poor
8807,320,288,3.5,0.33,64,Poor
8808,1593,570,4.5,0.41,58,Poor
8809,599,554,2.9,0.16,22,Poor
8810,4713,3457,4.0,0.4,68,Poor
8811,4064,638,3.8,0.34,18,Poor
8812,4504,161,3.3,0.17,34,Poor
8813,1762,1188,4.3,0.44,96,Poor
8814,3290,2859,3.9,0.25,54,Poor
8815,1412,264,3.7,0.32,81,Poor
8816,4943,3533,4.2,0.25,39,Poor
8817,1334,722,4.5,0.23,13,Poor
8818,936,309,4.9,0.42,83,Poor
8819,2308,1734,4.1,0.15,12,Average
8820,4432,1155,4.7,0.02,52,Average
8821,1835,233,2.5,0.44,79,Poor
8822,4888,3741,3.8,0.41,94,Poor
8823,3593,1929,3.0,0.18,38,Poor
8824,345,219,2.7,0.09,98,Poor
8825,2103,440,3.8,0.34,83,Poor
8826,2647,26,4.4,0.04,64,Average
8827,730,544,3.5,0.21,55,Poor
8828,4940,2659,4.2,0.04,39,Average
8829,4348,2851,3.7,0.3,45,Poor
8830,374,220,3.6,0.01,76,Average
8831,2341,447,3.2,0.31,6,Poor
8832,4472,3072,3.5,0.34,44,Poor
8833,1036,312,3.4,0.24,21,Poor
8834,3168,353,4.1,0.09,6,Good
8835,810,291,2.8,0.05,83,Poor
8836,3743,3134,2.7,0.16,51,Poor
8837,1086,338,4.2,0.23,99,Poor
8838,956,511,3.9,0.32,67,Poor
8839,414,34,3.6,0.0,69,Average
8840,3463,2827,2.9,0.36,66,Poor
8841,1119,340,3.5,0.36,2,Poor
8842,4419,2048,4.5,0.22,57,Poor
8843,2305,1674,4.7,0.17,66,Average
8844,3736,473,4.3,0.42,99,Poor
8845,4269,4061,2.6,0.39,53,Poor
8846,3131,1923,4.2,0.49,8,Poor
8847,3308,948,3.1,0.19,53,Poor
8848,2157,867,3.3,0.45,79,Poor
8849,2983,887,3.0,0.04,50,Poor
8850,2879,793,4.4,0.21,15,Poor
8851,491,102,4.1,0.23,11,Poor
8852,1609,562,4.0,0.22,19,Poor
8853,1791,341,4.2,0.31,52,Poor
8854,675,253,3.1,0.09,30,Poor
8855,3913,559,3.6,0.43,93,Poor
8856,1740,271,4.1,0.28,20,Poor
8857,2831,1808,4.1,0.45,2,Poor
8858,140,84,4.5,0.0,20,Average
8859,3056,509,3.2,0.31,91,Poor
8860,4352,1925,4.4,0.21,27,Poor
8861,1138,483,3.6,0.25,4,Poor
8862,4661,4429,4.2,0.37,70,Poor
8863,1230,1218,3.6,0.11,68,Average
8864,1951,1749,4.9,0.1,72,Average
8865,4540,3271,2.9,0.35,46,Poor
8866,236,183,4.2,0.26,84,Poor
8867,1647,404,3.9,0.12,19,Average
8868,3458,314,2.9,0.24,37,Poor
8869,3797,1258,2.7,0.23,36,Poor
8870,2720,781,4.5,0.35,57,Poor
8871,4875,2836,2.9,0.0,16,Poor
8872,289,94,3.0,0.29,41,Poor
8873,2630,2411,4.9,0.3,91,Poor
8874,4286,1757,4.3,0.37,94,Poor
8875,188,161,3.1,0.44,96,Poor
8876,2556,1242,4.0,0.22,31,Poor
8877,4215,3262,3.8,0.17,61,Average
8878,4530,3919,4.6,0.05,95,Average
8879,4775,4343,4.3,0.17,86,Average
8880,2295,430,4.6,0.03,20,Average
8881,4350,3019,3.0,0.4,88,Poor
8882,1799,917,4.1,0.4,32,Poor
8883,617,81,2.6,0.21,66,Poor
8884,4950,2006,2.7,0.13,5,Poor
8885,931,898,4.3,0.06,91,Average
8886,689,152,2.6,0.43,65,Poor
8887,4011,1627,3.9,0.44,31,Poor
8888,4470,2423,4.6,0.13,63,Average
8889,4587,90,3.4,0.31,25,Poor
8890,4949,2330,2.6,0.13,61,Poor
8891,2385,325,4.3,0.11,4,Average
8892,4371,3315,4.8,0.01,10,Good
8893,3035,781,4.3,0.29,73,Poor
8894,609,607,3.9,0.07,78,Average
8895,763,93,3.1,0.01,81,Poor
8896,4643,3602,2.5,0.05,48,Poor
8897,4038,2209,4.2,0.16,77,Average
8898,306,92,3.1,0.33,91,Poor
8899,626,121,4.6,0.1,93,Average
8900,87,84,3.7,0.44,61,Poor
8901,2122,212,3.8,0.14,59,Average
8902,4555,1105,4.4,0.17,76,Average
8903,510,39,4.4,0.11,83,Average
8904,1490,1284,4.1,0.13,1,Average
8905,4528,2477,4.8,0.04,88,Average
8906,1882,319,5.0,0.15,58,Average
8907,4714,3286,4.9,0.43,75,Poor
8908,3449,473,4.6,0.34,24,Poor
8909,482,81,4.3,0.44,67,Poor
8910,4201,638,4.2,0.05,41,Average
8911,1801,656,2.8,0.23,75,Poor
8912,2097,798,3.2,0.11,70,Poor
8913,2890,1499,2.5,0.36,54,Poor
8914,306,221,2.8,0.49,37,Poor
8915,721,693,3.6,0.41,95,Poor
8916,539,321,2.9,0.02,42,Poor
8917,3764,2064,4.8,0.16,69,Average
8918,2146,1667,4.5,0.01,52,Average
8919,1732,356,2.7,0.02,90,Poor
8920,4461,2014,3.1,0.04,98,Poor
8921,2510,2027,4.5,0.14,20,Average
8922,4579,2840,4.5,0.15,19,Average
8923,3962,3282,4.9,0.2,18,Poor
8924,2025,1584,5.0,0.2,32,Poor
8925,3266,1091,4.9,0.39,62,Poor
8926,1439,1293,3.5,0.07,67,Poor
8927,4565,1269,3.1,0.08,59,Poor
8928,3906,1315,4.4,0.31,18,Poor
8929,1634,684,3.2,0.29,27,Poor
8930,4989,3576,4.5,0.08,21,Average
8931,3013,347,3.8,0.43,50,Poor
8932,4579,816,4.5,0.16,87,Average
8933,1026,199,3.2,0.18,62,Poor
8934,3414,2881,3.8,0.21,61,Poor
8935,95,44,3.9,0.16,93,Average
8936,1243,765,4.9,0.28,28,Poor
8937,3392,3114,3.2,0.19,73,Poor
8938,4562,2997,4.8,0.13,31,Average
8939,4993,982,4.5,0.45,72,Poor
8940,296,113,4.3,0.15,24,Average
8941,3269,1413,4.5,0.35,15,Poor
8942,4375,1288,4.0,0.17,14,Average
8943,841,821,3.1,0.22,58,Poor
8944,686,179,3.0,0.12,47,Poor
8945,3825,392,4.7,0.38,17,Poor
8946,2471,304,4.3,0.37,22,Poor
8947,4883,2588,3.0,0.01,54,Poor
8948,1138,716,4.0,0.03,41,Average
8949,4233,3713,3.6,0.46,2,Poor
8950,3209,1624,2.9,0.44,70,Poor
8951,762,155,3.8,0.25,51,Poor
8952,4746,115,3.2,0.25,10,Poor
8953,3694,3210,2.7,0.41,54,Poor
8954,3940,3465,3.7,0.07,87,Average
8955,2636,293,4.0,0.33,98,Poor
8956,4359,3961,2.6,0.24,24,Poor
8957,2158,1220,3.5,0.37,91,Poor
8958,4843,3964,3.1,0.02,75,Poor
8959,3664,1792,2.6,0.3,86,Poor
8960,1292,803,2.8,0.28,80,Poor
8961,2109,1320,2.8,0.42,40,Poor
8962,3536,3229,3.0,0.34,36,Poor
8963,4382,151,4.5,0.44,81,Poor
8964,3860,3135,3.6,0.44,54,Poor
8965,3950,3214,2.9,0.2,8,Poor
8966,2655,1410,2.8,0.07,98,Poor
8967,4792,1169,3.2,0.32,35,Poor
8968,3084,1830,4.5,0.44,56,Poor
8969,4618,3667,3.4,0.04,62,Poor
8970,4257,827,2.9,0.28,81,Poor
8971,4101,763,3.5,0.06,19,Poor
8972,3413,70,3.9,0.01,84,Average
8973,4071,3228,2.6,0.34,46,Poor
8974,1895,1201,4.1,0.34,19,Poor
8975,432,75,3.5,0.3,5,Poor
8976,4162,3684,2.5,0.43,72,Poor
8977,4638,763,4.2,0.04,92,Average
8978,3860,2495,4.3,0.05,28,Average
8979,1946,462,4.1,0.43,76,Poor
8980,1559,345,3.4,0.25,99,Poor
8981,4262,2896,3.8,0.14,90,Average
8982,1628,99,3.5,0.37,48,Poor
8983,929,493,4.3,0.45,5,Poor
8984,2212,396,4.0,0.34,38,Poor
8985,1622,938,2.7,0.4,31,Poor
8986,1698,352,4.1,0.14,48,Average
8987,4789,3748,4.2,0.14,42,Average
8988,1409,460,3.4,0.43,27,Poor
8989,4481,145,4.7,0.31,44,Poor
8990,3019,1737,4.6,0.12,64,Average
8991,4010,238,2.9,0.26,49,Poor
8992,3861,967,4.8,0.34,53,Poor
8993,4292,614,3.6,0.11,50,Average
8994,4267,160,4.3,0.33,42,Poor
8995,130,97,4.5,0.02,63,Average
8996,2782,1650,3.8,0.15,94,Average
8997,2759,896,3.5,0.34,29,Poor
8998,2472,1749,4.8,0.07,81,Average
8999,3691,129,3.1,0.11,92,Poor
9000,4649,2680,3.1,0.44,41,Poor
9001,717,673,3.4,0.34,37,Poor
9002,2546,2013,4.6,0.25,86,Poor
9003,3549,3410,4.8,0.11,85,Average
9004,3548,1242,3.1,0.17,65,Poor
9005,1494,815,4.7,0.29,68,Poor
9006,1395,748,3.1,0.08,14,Poor
9007,1239,1089,4.9,0.24,60,Poor
9008,508,47,4.0,0.2,95,Poor
9009,1262,1060,2.5,0.24,5,Poor
9010,4609,334,2.6,0.05,77,Poor
9011,961,455,2.9,0.05,23,Poor
9012,1075,96,3.0,0.48,84,Poor
9013,2461,1660,4.4,0.49,13,Poor
9014,121,43,3.1,0.21,11,Poor
9015,2735,731,4.9,0.39,54,Poor
9016,1243,1078,4.1,0.33,67,Poor
9017,1898,1557,4.2,0.06,43,Average
9018,2434,1887,3.0,0.15,84,Poor
9019,2072,873,4.7,0.16,80,Average
9020,3791,3552,4.2,0.3,92,Poor
9021,4798,1181,4.7,0.29,50,Poor
9022,1348,728,4.9,0.46,79,Poor
9023,4152,1932,2.8,0.4,81,Poor
9024,954,590,2.7,0.43,37,Poor
9025,3076,284,4.5,0.45,40,Poor
9026,2078,352,4.7,0.4,43,Poor
9027,4761,1322,4.0,0.17,74,Average
9028,2670,1585,3.4,0.11,95,Poor
9029,2696,1214,4.1,0.29,91,Poor
9030,4915,1546,3.3,0.34,15,Poor
9031,2339,318,3.1,0.19,97,Poor
9032,3922,2268,3.7,0.42,49,Poor
9033,1535,1178,3.0,0.48,93,Poor
9034,3201,291,3.7,0.28,37,Poor
9035,1490,554,4.9,0.23,85,Poor
9036,815,461,4.6,0.42,4,Poor
9037,4529,2098,4.9,0.01,8,Excellent
9038,2488,1164,4.5,0.06,76,Average
9039,4142,88,3.4,0.42,38,Poor
9040,4833,3737,4.5,0.37,86,Poor
9041,1199,902,4.8,0.21,26,Poor
9042,3615,3028,4.9,0.44,31,Poor
9043,4192,846,4.2,0.18,63,Average
9044,2022,1539,3.0,0.32,94,Poor
9045,2716,1189,2.6,0.32,32,Poor
9046,513,491,2.9,0.09,89,Poor
9047,4268,3997,4.9,0.14,17,Average
9048,2231,2035,3.7,0.46,75,Poor
9049,1692,1472,4.6,0.09,66,Average
9050,3938,2153,3.7,0.09,4,Average
9051,890,35,4.2,0.24,77,Poor
9052,2704,647,2.6,0.05,58,Poor
9053,4168,3486,3.1,0.45,75,Poor
9054,615,181,3.6,0.05,3,Average
9055,1014,719,4.1,0.31,15,Poor
9056,2332,1696,2.9,0.17,74,Poor
9057,1045,186,4.4,0.4,99,Poor
9058,1237,319,3.4,0.29,47,Poor
9059,4971,3515,4.5,0.19,65,Average
9060,4361,3875,2.7,0.49,76,Poor
9061,3304,581,4.2,0.03,7,Good
9062,706,175,3.2,0.29,43,Poor
9063,3032,1367,4.5,0.49,20,Poor
9064,1163,671,3.5,0.35,25,Poor
9065,4456,1571,4.2,0.37,34,Poor
9066,606,580,4.8,0.02,14,Good
9067,3069,1207,2.6,0.01,39,Poor
9068,2354,1709,2.5,0.02,29,Poor
9069,2630,331,4.4,0.5,65,Poor
9070,101,41,4.1,0.49,79,Poor
9071,1411,604,3.2,0.17,12,Poor
9072,1244,600,3.7,0.15,0,Average
9073,4069,996,2.6,0.07,42,Poor
9074,3188,196,3.0,0.16,27,Poor
9075,1698,373,3.6,0.19,0,Average
9076,721,533,4.6,0.37,39,Poor
9077,827,328,3.7,0.43,33,Poor
9078,4977,138,4.0,0.37,12,Poor
9079,2329,1562,4.7,0.32,60,Poor
9080,3072,786,3.3,0.38,65,Poor
9081,1910,1015,4.3,0.37,3,Poor
9082,3189,992,4.7,0.24,88,Poor
9083,1124,935,3.0,0.17,97,Poor
9084,1766,497,3.4,0.14,12,Poor
9085,1333,606,4.9,0.34,35,Poor
9086,4736,370,5.0,0.48,95,Poor
9087,2036,1549,3.1,0.29,60,Poor
9088,2683,2262,2.7,0.46,57,Poor
9089,1051,515,3.2,0.01,84,Poor
9090,1096,534,3.5,0.4,89,Poor
9091,2226,1890,3.6,0.43,14,Poor
9092,2388,292,4.0,0.32,92,Poor
9093,1905,899,4.7,0.47,89,Poor
9094,550,71,3.3,0.29,84,Poor
9095,2283,282,4.6,0.12,11,Average
9096,4624,3459,2.7,0.11,75,Poor
9097,2589,2200,2.6,0.28,68,Poor
9098,4658,3061,3.8,0.45,60,Poor
9099,3764,3316,2.6,0.04,41,Poor
9100,2382,2377,3.5,0.3,89,Poor
9101,650,592,4.7,0.38,31,Poor
9102,4334,3968,3.1,0.06,1,Poor
9103,1038,35,4.3,0.06,7,Good
9104,1931,1784,3.3,0.18,90,Poor
9105,4533,4310,2.6,0.14,53,Poor
9106,1804,1486,3.9,0.1,7,Average
9107,2514,2370,4.6,0.1,87,Average
9108,2273,1091,3.5,0.07,12,Poor
9109,4532,1790,4.0,0.31,28,Poor
9110,1544,1164,4.8,0.34,12,Poor
9111,902,518,4.5,0.35,57,Poor
9112,501,339,3.0,0.27,62,Poor
